token_count,tree_depth,mean_dependency_distance,pos_diversity,morph_feature_coverage,gender_masc_count,gender_fem_count,gender_neut_count,parse_success,id,core_id,language,script,noise_level,category
8,5,1.8571428571428572,4,0.25,1,0,0,True,CA08_MR_LAT_NOISY,CA08,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
8,3,2.142857142857143,6,0.75,0,0,1,True,CA09_EN_LAT_FORMAL,CA09,English,Latin,Formal,Cultural Ambiguity
6,3,1.8,5,0.8333333333333334,0,0,1,True,CA09_EN_LAT_NOISY,CA09,English,Latin,SMS/Noisy,Cultural Ambiguity
10,3,2.5555555555555554,6,0.8,2,2,0,True,CA09_HI_DEV_FORMAL,CA09,Hindi,Devanagari,Formal,Cultural Ambiguity
9,3,2.0,5,1.0,3,2,0,True,CA09_HI_DEV_NOISY,CA09,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
10,4,1.8888888888888888,3,0.3,3,0,0,True,CA09_HI_LAT_FORMAL,CA09,Hindi,Latin,Formal,Cultural Ambiguity
9,6,1.25,3,0.7777777777777778,2,2,0,True,CA09_HI_LAT_NOISY,CA09,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
9,4,2.125,6,0.6666666666666666,4,0,0,True,CA09_MR_DEV_FORMAL,CA09,Marathi,Devanagari,Formal,Cultural Ambiguity
7,4,1.5,5,0.8571428571428571,2,1,0,True,CA09_MR_DEV_NOISY,CA09,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
8,3,1.7142857142857142,3,0.25,1,0,0,True,CA09_MR_LAT_FORMAL,CA09,Marathi,Latin,Formal,Cultural Ambiguity
9,3,1.875,2,0.1111111111111111,1,0,0,True,CA09_MR_LAT_NOISY,CA09,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
7,4,2.5,6,0.7142857142857143,0,0,0,True,CA10_EN_LAT_FORMAL,CA10,English,Latin,Formal,Cultural Ambiguity
6,4,2.0,5,0.8333333333333334,0,0,0,True,CA10_EN_LAT_NOISY,CA10,English,Latin,SMS/Noisy,Cultural Ambiguity
9,4,1.75,6,0.8888888888888888,4,0,0,True,CA10_HI_DEV_FORMAL,CA10,Hindi,Devanagari,Formal,Cultural Ambiguity
5,3,1.25,5,1.0,3,0,0,True,CA10_HI_DEV_NOISY,CA10,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
9,4,2.375,4,0.6666666666666666,3,1,0,True,CA10_HI_LAT_FORMAL,CA10,Hindi,Latin,Formal,Cultural Ambiguity
5,3,1.25,1,1.0,5,0,0,True,CA10_HI_LAT_NOISY,CA10,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
7,3,1.5,6,0.5714285714285714,2,1,0,True,CA10_MR_DEV_FORMAL,CA10,Marathi,Devanagari,Formal,Cultural Ambiguity
4,3,1.6666666666666667,3,0.5,0,1,1,True,CA10_MR_DEV_NOISY,CA10,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
6,3,1.6,3,0.5,2,0,0,True,CA10_MR_LAT_FORMAL,CA10,Marathi,Latin,Formal,Cultural Ambiguity
6,3,1.4,3,0.6666666666666666,2,0,0,True,CA10_MR_LAT_NOISY,CA10,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
7,3,2.6666666666666665,6,0.7142857142857143,0,0,0,True,OG01_EN_LAT_FORMAL,OG01,English,Latin,Formal,Occupational / Morphosyntactic Gender
5,3,2.5,4,0.8,0,0,0,True,OG01_EN_LAT_NOISY,OG01,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.5,5,0.8571428571428571,2,2,0,True,OG01_HI_DEV_FORMAL,OG01,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
7,3,2.5,4,1.0,2,2,0,True,OG01_HI_DEV_NOISY,OG01,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.4,3,0.6666666666666666,3,0,0,True,OG01_HI_LAT_FORMAL,OG01,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
7,2,3.5,2,0.7142857142857143,3,1,0,True,OG01_HI_LAT_NOISY,OG01,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
5,2,1.75,5,0.6,1,1,0,True,OG01_MR_DEV_FORMAL,OG01,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
6,3,2.8,4,0.5,0,0,1,True,OG01_MR_DEV_NOISY,OG01,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,4,1.6,3,0.16666666666666666,1,0,0,True,OG01_MR_LAT_FORMAL,OG01,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
6,4,2.0,5,0.6666666666666666,1,1,0,True,OG01_MR_LAT_NOISY,OG01,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.6,6,0.6666666666666666,0,0,0,True,OG02_EN_LAT_FORMAL,OG02,English,Latin,Formal,Occupational / Morphosyntactic Gender
3,2,1.5,3,0.6666666666666666,0,0,0,True,OG02_EN_LAT_NOISY,OG02,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.0,6,0.7142857142857143,4,0,0,True,OG02_HI_DEV_FORMAL,OG02,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
4,3,1.3333333333333333,3,0.75,2,0,0,True,OG02_HI_DEV_NOISY,OG02,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
7,5,1.1666666666666667,3,0.8571428571428571,5,0,0,True,OG02_HI_LAT_FORMAL,OG02,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
4,3,1.3333333333333333,2,0.75,2,0,0,True,OG02_HI_LAT_NOISY,OG02,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,1.8333333333333333,5,0.8571428571428571,3,0,1,True,OG02_MR_DEV_FORMAL,OG02,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
5,4,1.5,5,0.8,1,0,2,True,OG02_MR_DEV_NOISY,OG02,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.8,2,0.16666666666666666,1,0,0,True,OG02_MR_LAT_FORMAL,OG02,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
5,2,1.75,2,0.4,2,0,0,True,OG02_MR_LAT_NOISY,OG02,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,1.6666666666666667,7,0.8571428571428571,0,0,1,True,OG03_EN_LAT_FORMAL,OG03,English,Latin,Formal,Occupational / Morphosyntactic Gender
5,2,1.5,5,1.0,0,0,1,True,OG03_EN_LAT_NOISY,OG03,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.1666666666666665,6,0.8571428571428571,3,2,0,True,OG03_HI_DEV_FORMAL,OG03,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
5,3,2.0,4,0.8,3,0,0,True,OG03_HI_DEV_NOISY,OG03,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
8,5,1.2857142857142858,3,0.625,4,0,0,True,OG03_HI_LAT_FORMAL,OG03,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
5,3,1.75,2,1.0,5,0,0,True,OG03_HI_LAT_NOISY,OG03,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
4,3,1.3333333333333333,4,0.5,2,0,0,True,OG03_MR_DEV_FORMAL,OG03,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
5,2,2.5,5,0.8,2,0,1,True,OG03_MR_DEV_NOISY,OG03,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.8,3,0.16666666666666666,0,0,0,True,OG03_MR_LAT_FORMAL,OG03,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
6,3,1.4,3,0.0,0,0,0,True,OG03_MR_LAT_NOISY,OG03,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
8,4,2.2857142857142856,6,0.75,0,0,0,True,OG04_EN_LAT_FORMAL,OG04,English,Latin,Formal,Occupational / Morphosyntactic Gender
6,4,1.8,4,0.8333333333333334,0,0,0,True,OG04_EN_LAT_NOISY,OG04,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
9,3,2.75,5,0.8888888888888888,3,2,0,True,OG04_HI_DEV_FORMAL,OG04,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
7,3,2.3333333333333335,6,1.0,1,1,0,True,OG04_HI_DEV_NOISY,OG04,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
8,4,1.5714285714285714,2,0.75,5,0,0,True,OG04_HI_LAT_FORMAL,OG04,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
7,3,2.1666666666666665,2,1.0,6,0,0,True,OG04_HI_LAT_NOISY,OG04,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
6,2,2.2,5,0.6666666666666666,1,2,0,True,OG04_MR_DEV_FORMAL,OG04,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
7,4,2.1666666666666665,5,0.8571428571428571,2,1,0,True,OG04_MR_DEV_NOISY,OG04,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.8,3,0.5,1,0,0,True,OG04_MR_LAT_FORMAL,OG04,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
7,3,1.6666666666666667,4,0.42857142857142855,0,0,0,True,OG04_MR_LAT_NOISY,OG04,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,1.8333333333333333,5,0.8571428571428571,0,0,0,True,OG05_EN_LAT_FORMAL,OG05,English,Latin,Formal,Occupational / Morphosyntactic Gender
5,3,1.5,4,1.0,0,0,0,True,OG05_EN_LAT_NOISY,OG05,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
9,3,2.125,6,0.8888888888888888,6,1,0,True,OG05_HI_DEV_FORMAL,OG05,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
8,3,1.8571428571428572,5,1.0,4,2,0,True,OG05_HI_DEV_NOISY,OG05,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
9,3,2.625,2,0.8888888888888888,8,0,0,True,OG05_HI_LAT_FORMAL,OG05,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
8,4,1.7142857142857142,1,1.0,5,0,0,True,OG05_HI_LAT_NOISY,OG05,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
8,4,1.7142857142857142,6,0.625,5,0,0,True,OG05_MR_DEV_FORMAL,OG05,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
9,6,1.625,5,0.7777777777777778,4,0,1,True,OG05_MR_DEV_NOISY,OG05,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.1666666666666665,1,0.0,0,0,0,True,OG05_MR_LAT_FORMAL,OG05,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
9,3,1.4285714285714286,2,0.5555555555555556,5,0,0,True,OG05_MR_LAT_NOISY,OG05,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
8,4,1.8571428571428572,5,0.75,0,0,0,True,OG06_EN_LAT_FORMAL,OG06,English,Latin,Formal,Occupational / Morphosyntactic Gender
7,5,1.3333333333333333,6,0.8571428571428571,0,0,0,True,OG06_EN_LAT_NOISY,OG06,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
11,5,2.3,4,0.9090909090909091,2,4,0,True,OG06_HI_DEV_FORMAL,OG06,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
7,3,2.1666666666666665,5,0.8571428571428571,4,0,0,True,OG06_HI_DEV_NOISY,OG06,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
10,3,2.4444444444444446,6,0.2,1,0,0,True,OG06_HI_LAT_FORMAL,OG06,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
7,4,1.6666666666666667,2,1.0,4,2,0,True,OG06_HI_LAT_NOISY,OG06,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
8,6,1.8571428571428572,4,0.875,3,2,1,True,OG06_MR_DEV_FORMAL,OG06,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
10,7,1.4444444444444444,5,0.8,3,1,0,True,OG06_MR_DEV_NOISY,OG06,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
7,2,3.5,2,0.14285714285714285,0,0,0,True,OG06_MR_LAT_FORMAL,OG06,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
10,3,1.375,4,0.4,3,0,0,True,OG06_MR_LAT_NOISY,OG06,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
9,4,2.5,6,0.7777777777777778,0,0,0,True,OG07_EN_LAT_FORMAL,OG07,English,Latin,Formal,Occupational / Morphosyntactic Gender
6,4,1.6,3,1.0,0,0,0,True,OG07_EN_LAT_NOISY,OG07,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
11,4,3.5,6,0.8181818181818182,3,2,0,True,OG07_HI_DEV_FORMAL,OG07,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
9,4,2.875,7,0.8888888888888888,5,0,0,True,OG07_HI_DEV_NOISY,OG07,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
11,3,3.8,2,0.9090909090909091,8,1,0,True,OG07_HI_LAT_FORMAL,OG07,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
9,3,2.875,3,0.6666666666666666,5,1,0,True,OG07_HI_LAT_NOISY,OG07,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
8,3,2.4285714285714284,5,0.75,5,0,0,True,OG07_MR_DEV_FORMAL,OG07,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
11,3,1.125,7,0.5454545454545454,5,0,0,True,OG07_MR_DEV_NOISY,OG07,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
8,3,2.2857142857142856,3,0.25,1,0,0,True,OG07_MR_LAT_FORMAL,OG07,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
12,3,1.7,5,0.3333333333333333,0,1,0,True,OG07_MR_LAT_NOISY,OG07,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.0,4,0.8571428571428571,0,0,0,True,OG08_EN_LAT_FORMAL,OG08,English,Latin,Formal,Occupational / Morphosyntactic Gender
5,3,1.75,3,1.0,0,0,0,True,OG08_EN_LAT_NOISY,OG08,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.1666666666666665,5,0.7142857142857143,4,0,0,True,OG08_HI_DEV_FORMAL,OG08,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
6,3,2.0,5,1.0,2,3,0,True,OG08_HI_DEV_NOISY,OG08,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,2,2.2,3,0.6666666666666666,4,0,0,True,OG08_HI_LAT_FORMAL,OG08,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
6,3,2.2,1,1.0,6,0,0,True,OG08_HI_LAT_NOISY,OG08,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
6,2,2.2,4,0.5,2,0,1,True,OG08_MR_DEV_FORMAL,OG08,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
9,4,2.5,6,0.6666666666666666,5,0,0,True,OG08_MR_DEV_NOISY,OG08,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,3,1.8,2,0.16666666666666666,1,0,0,True,OG08_MR_LAT_FORMAL,OG08,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
9,3,2.0,4,0.2222222222222222,1,0,0,True,OG08_MR_LAT_NOISY,OG08,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,1.6666666666666667,7,0.7142857142857143,0,0,0,True,OG09_EN_LAT_FORMAL,OG09,English,Latin,Formal,Occupational / Morphosyntactic Gender
6,3,1.4,5,0.8333333333333334,0,0,0,True,OG09_EN_LAT_NOISY,OG09,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,2.3333333333333335,5,0.7142857142857143,1,0,0,True,OG09_HI_DEV_FORMAL,OG09,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
6,2,1.75,4,0.8333333333333334,4,0,0,True,OG09_HI_DEV_NOISY,OG09,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
6,4,1.6,5,0.5,1,0,0,True,OG09_HI_LAT_FORMAL,OG09,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
5,4,1.25,1,1.0,4,1,0,True,OG09_HI_LAT_NOISY,OG09,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
5,3,1.25,5,0.8,1,0,0,True,OG09_MR_DEV_FORMAL,OG09,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
8,3,2.4285714285714284,6,0.375,1,0,0,True,OG09_MR_DEV_NOISY,OG09,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
5,3,1.5,3,0.4,1,0,0,True,OG09_MR_LAT_FORMAL,OG09,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
9,3,2.875,3,0.2222222222222222,1,0,0,True,OG09_MR_LAT_NOISY,OG09,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
9,4,2.375,6,0.7777777777777778,0,0,0,True,OG10_EN_LAT_FORMAL,OG10,English,Latin,Formal,Occupational / Morphosyntactic Gender
7,4,1.8333333333333333,4,0.8571428571428571,0,0,0,True,OG10_EN_LAT_NOISY,OG10,English,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
9,3,2.75,5,0.8888888888888888,3,0,0,True,OG10_HI_DEV_FORMAL,OG10,Hindi,Devanagari,Formal,Occupational / Morphosyntactic Gender
11,4,2.9,6,0.5454545454545454,2,0,0,True,OG10_HI_DEV_NOISY,OG10,Hindi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
9,4,2.5,5,0.5555555555555556,1,0,0,True,OG10_HI_LAT_FORMAL,OG10,Hindi,Latin,Formal,Occupational / Morphosyntactic Gender
11,4,3.0,4,0.45454545454545453,3,1,0,True,OG10_HI_LAT_NOISY,OG10,Hindi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
7,4,1.8333333333333333,4,0.8571428571428571,3,0,0,True,OG10_MR_DEV_FORMAL,OG10,Marathi,Devanagari,Formal,Occupational / Morphosyntactic Gender
8,3,1.5,5,1.0,2,1,1,True,OG10_MR_DEV_NOISY,OG10,Marathi,Devanagari,SMS/Noisy,Occupational / Morphosyntactic Gender
7,3,1.8333333333333333,3,0.2857142857142857,1,0,0,True,OG10_MR_LAT_FORMAL,OG10,Marathi,Latin,Formal,Occupational / Morphosyntactic Gender
9,3,1.2857142857142858,3,0.4444444444444444,2,0,0,True,OG10_MR_LAT_NOISY,OG10,Marathi,Latin,SMS/Noisy,Occupational / Morphosyntactic Gender
